Feature1,Feature2,...,FeatureN,Label
7,89,0,5,5,78
7,90,1,7,5,83
3,85,0,5,0,60
7,59,1,7,6,52
8,60,0,4,7,50
7,69,0,9,2,63
7,87,0,5,8,78
9,65,1,7,2,63
4,50,1,9,3,34
2,62,0,4,9,40
9,86,1,6,9,83
9,54,1,9,0,52
6,70,0,7,3,57
3,96,1,7,5,77
4,41,0,4,9,23
6,76,0,7,9,68
6,60,1,6,8,51
8,88,1,5,2,81
5,69,1,7,7,56
3,53,0,8,8,34
7,90,1,7,2,83
8,45,0,9,0,38
3,84,0,9,3,65
7,54,1,6,3,40
2,73,0,8,9,52
7,65,0,4,3,55
3,82,1,8,3,63
1,89,0,6,8,61
9,64,1,8,2,63
8,65,0,4,8,57
3,78,0,4,2,57
4,91,1,4,3,74
9,79,0,6,5,77
2,63,0,6,4,40
7,57,1,5,3,49
4,53,0,8,2,34
8,85,1,5,1,80
8,56,0,9,4,52
3,57,1,7,8,38
4,49,1,5,0,29
4,81,0,7,9,70
6,99,1,8,3,91
3,97,1,8,0,75
6,61,1,7,4,47
6,83,1,7,1,71
8,53,1,8,5,49
3,58,0,7,0,37
9,47,0,5,7,47
6,51,0,9,1,40
7,56,0,4,5,46
4,64,0,7,3,44
8,90,1,7,7,85
3,84,1,7,0,65
9,66,1,4,7,62
4,95,1,6,4,78
6,90,0,7,0,76
1,60,0,9,5,32
1,57,0,6,3,35
9,64,0,6,7,56
2,50,0,4,1,28
3,98,1,4,3,81
5,44,1,7,5,33
2,58,0,5,4,32
7,67,0,5,2,59
9,79,1,6,9,78
3,88,0,8,7,69
4,44,1,6,9,28
3,93,1,9,1,73
8,41,1,6,8,34
3,78,1,8,2,63
2,45,0,4,4,18
2,69,0,8,3,45
4,50,1,5,8,32
5,95,1,4,4,81
1,41,0,7,3,12
3,82,0,4,8,60
9,41,0,9,8,37
1,63,1,5,6,37
3,66,0,8,2,45
9,88,0,7,1,89
7,68,0,6,9,61
9,46,1,7,9,45
6,73,0,9,3,60
9,87,1,8,6,83
8,79,1,6,8,71
7,49,0,6,8,41
9,79,0,6,8,77
1,75,1,8,0,52
7,79,1,9,5,73
5,71,0,5,6,55
5,82,0,8,9,67
1,92,1,4,6,67
8,78,1,9,1,72
8,56,0,8,8,52
2,92,0,8,5,70
3,54,0,8,7,35
8,93,0,4,6,82
2,53,1,9,7,32
4,95,1,8,3,81
3,97,1,6,5,78
9,42,1,8,9,41
9,95,0,5,6,90
7,49,0,7,7,39
9,89,0,7,6,84
5,75,1,4,0,62
4,96,0,8,2,82
5,77,1,6,9,64
8,69,1,4,5,61
7,71,0,8,2,62
6,44,0,6,3,33
3,68,0,4,8,45
1,69,0,4,3,37
2,59,1,5,9,40
6,44,0,8,3,32
8,59,0,9,0,50
8,74,1,6,5,71
1,83,0,7,3,56
3,67,1,8,9,48
4,50,1,4,7,32
4,87,1,8,4,73
8,95,0,9,4,92
5,94,0,8,3,84
6,80,1,4,7,67
8,67,0,4,0,55
2,43,0,6,9,20
8,51,0,5,2,44
9,57,0,8,9,55
5,50,0,4,5,32
9,84,0,9,9,79
6,63,0,8,0,52
5,52,1,9,8,38
9,78,1,6,0,73
7,61,1,6,8,54
3,74,0,7,7,56
6,61,0,6,0,48
7,92,0,6,8,87
3,82,0,9,2,62
6,85,1,6,5,72
8,92,0,6,5,84
1,54,1,8,5,28
7,71,0,5,5,60
7,83,1,6,1,76
6,57,1,9,8,45
4,48,0,6,8,33
3,75,1,5,9,57
8,72,1,7,6,67
7,57,1,9,9,48
8,86,0,9,2,82
8,88,0,5,7,82
4,48,1,4,8,30
6,87,1,8,4,79
7,57,1,7,8,48
9,87,0,4,3,86
7,75,1,4,1,67
2,99,1,6,6,79
3,92,1,5,3,71
7,65,1,5,1,58
4,50,1,4,9,35
1,93,1,5,3,67
9,47,1,9,6,47
4,77,1,8,6,63
7,98,1,7,1,90
1,55,1,8,1,29
4,73,0,7,1,57
3,69,1,4,4,47
9,69,1,4,6,67
5,49,0,7,4,34
8,73,0,5,4,68
9,87,0,8,7,82
7,61,1,4,7,56
7,48,1,9,9,44
9,59,0,9,1,55
3,94,1,5,4,72
5,82,1,8,7,72
2,92,0,6,6,70
7,55,1,8,1,47
5,72,0,9,9,60
3,87,0,8,0,65
4,67,0,8,5,51
2,92,0,9,9,72
1,84,0,8,1,61
2,73,0,6,0,48
8,82,1,4,6,77
7,81,0,8,1,72
3,86,1,4,8,69
6,96,1,6,4,85
4,69,0,7,0,50
2,45,0,7,3,21
7,57,1,9,9,50
5,98,1,6,3,81
4,83,0,5,5,66
3,75,0,8,1,55
5,93,0,6,4,78
1,42,1,6,0,17
1,99,1,4,3,73
3,77,0,5,2,54
7,90,1,4,9,83
5,62,0,8,8,47
4,87,1,7,0,73
8,65,1,8,4,60
3,92,0,9,8,75
9,74,1,8,6,74
4,84,0,6,2,68
1,42,1,6,6,16
6,81,1,4,7,71
9,53,1,6,9,49
1,74,0,8,3,46
5,92,1,4,9,79
1,53,1,6,3,26
5,69,0,9,9,57
5,45,0,5,6,29
9,45,0,7,9,40
5,86,0,8,8,72
7,79,1,9,9,74
2,42,1,4,7,19
3,87,1,7,6,66
8,62,0,7,2,57
9,83,0,7,5,80
8,96,0,8,3,89
3,42,1,5,5,20
2,45,1,4,3,18
1,81,0,5,2,58
3,62,0,5,9,41
6,88,0,5,8,76
5,54,0,4,9,37
6,77,1,6,4,67
3,81,0,7,0,62
1,41,1,5,5,14
6,80,1,9,5,73
1,98,1,5,8,73
2,52,0,6,0,26
3,40,0,7,6,20
7,67,1,9,2,53
1,99,0,9,9,79
4,63,1,9,7,50
3,72,0,6,5,52
1,66,0,6,8,43
8,49,1,9,5,47
9,84,1,9,2,87
1,78,0,8,3,54
1,93,1,6,8,68
8,42,1,6,8,36
6,93,0,6,4,81
5,67,1,9,7,52
7,59,0,7,2,51
5,97,0,8,6,85
7,93,1,5,6,87
6,41,0,4,1,28
9,98,1,6,9,95
6,99,1,7,4,90
6,93,1,5,6,81
6,47,0,9,8,37
4,93,0,9,7,76
2,84,0,9,8,65
1,99,1,4,6,73
4,87,0,8,4,71
7,75,0,8,1,66
6,86,1,8,2,73
2,54,1,8,1,30
6,66,1,4,8,54
7,47,0,4,5,36
5,41,1,4,8,28
4,43,0,8,6,25
1,75,0,8,4,49
8,62,1,6,2,58
9,42,1,7,2,40
9,44,0,5,2,37
7,76,0,8,8,71
3,87,0,6,3,67
3,64,0,4,8,44
5,51,1,6,4,36
3,89,1,5,4,69
5,49,1,8,1,34
9,58,1,6,2,55
6,41,1,9,1,33
9,54,1,6,7,52
8,72,1,7,2,67
6,42,1,5,8,29
4,54,0,8,9,38
8,64,0,6,1,56
4,77,0,7,1,58
2,48,1,6,7,26
8,76,1,9,2,66
8,69,1,5,5,62
1,52,0,4,5,26
3,81,0,7,9,63
6,85,1,4,0,70
9,78,1,4,1,73
6,47,0,4,9,33
7,56,1,6,5,48
8,80,1,8,1,74
7,85,0,9,5,77
9,71,1,7,0,68
5,73,1,7,5,57
7,78,0,5,0,69
2,88,1,6,6,65
7,93,1,6,4,86
2,49,1,6,7,27
1,49,0,6,4,26
4,91,1,4,3,71
4,75,0,5,9,58
2,55,1,6,7,32
5,68,1,7,1,54
5,49,1,7,7,34
5,95,0,8,1,82
6,82,0,5,4,73
4,48,1,4,3,30
5,90,0,8,0,77
8,61,1,8,7,56
6,62,0,5,9,49
8,84,0,5,6,75
2,93,0,8,4,71
9,58,0,6,4,58
3,98,0,6,5,80
4,62,0,4,3,44
4,99,0,6,6,82
2,93,0,8,3,68
8,76,0,6,8,66
7,45,0,8,4,35
2,99,1,6,3,81
4,84,1,9,2,67
8,43,0,7,5,32
5,49,0,4,7,33
8,93,1,9,7,88
4,42,1,9,4,27
1,80,1,6,8,55
2,79,1,7,9,56
4,78,0,8,3,61
5,59,1,9,0,45
4,81,1,6,3,65
1,76,1,4,2,49
3,54,1,6,7,36
1,65,0,7,5,38
4,48,0,4,6,29
8,52,0,4,1,42
2,85,0,7,7,65
4,47,0,4,6,24
8,42,1,8,0,37
7,71,1,8,5,64
2,97,1,5,9,76
1,61,1,4,1,32
3,70,0,8,1,47
8,79,0,6,4,74
9,99,0,4,1,95
1,41,0,8,8,17
6,80,1,6,0,65
6,91,0,4,8,79
4,93,1,7,1,73
7,41,1,7,3,34
3,66,1,6,9,43
1,68,0,7,8,46
4,57,1,8,1,41
3,92,0,5,4,71
3,60,1,8,2,38
3,65,0,4,4,42
6,55,1,4,7,44
5,70,0,5,3,52
9,66,0,8,5,64
4,45,1,4,8,28
9,56,1,9,2,53
5,83,0,5,0,68
8,82,1,4,0,70
6,78,1,7,3,68
5,62,1,4,7,47
8,88,1,5,2,82
7,70,1,4,3,60
7,72,1,4,2,61
1,66,1,8,7,42
5,53,0,9,5,38
1,61,1,7,7,37
9,65,0,9,8,64
5,60,1,5,8,45
6,44,1,5,1,29
2,66,0,4,2,42
7,49,0,6,0,42
2,54,1,4,9,30
4,62,1,8,9,46
3,48,1,9,7,25
2,91,0,8,2,71
6,86,1,4,9,73
4,90,0,5,9,71
4,95,1,7,2,77
9,88,1,8,9,88
4,91,1,8,9,73
4,67,0,7,3,48
8,67,1,4,5,57
4,91,1,4,3,71
2,52,0,5,4,24
8,48,0,9,8,43
4,60,1,8,4,44
7,55,0,7,3,49
4,89,1,4,0,72
6,75,0,4,6,62
7,51,1,4,8,46
5,49,0,7,5,36
8,75,1,4,1,70
6,98,0,5,1,88
3,81,0,8,3,59
5,58,1,5,2,41
8,55,0,8,3,49
3,92,0,9,7,74
4,46,0,7,4,23
3,63,1,6,2,39
1,93,0,6,7,67
7,49,0,6,6,35
9,94,1,6,9,91
5,83,0,5,7,67
6,47,0,4,2,33
6,98,1,6,4,87
7,88,1,7,5,81
4,51,1,8,9,37
1,42,1,5,5,15
2,67,1,6,9,47
9,62,1,9,6,65
6,70,1,4,4,59
9,65,1,9,8,66
1,71,0,7,9,46
8,70,0,8,8,65
1,84,0,9,9,62
8,88,1,7,3,85
6,60,0,8,7,50
2,46,1,7,9,23
5,76,0,6,8,66
9,49,0,8,7,47
5,64,1,4,3,51
2,96,1,9,8,75
2,54,1,5,7,34
3,45,0,6,7,23
8,85,0,6,6,79
3,69,1,5,9,49
2,71,1,8,8,49
5,52,1,5,1,34
8,76,0,9,4,72
5,54,0,8,6,37
5,63,1,8,0,49
2,76,0,6,6,52
7,97,0,4,1,86
8,83,1,9,6,81
7,67,0,5,8,59
8,76,1,4,6,71
2,84,0,7,4,61
1,47,0,4,0,19
5,62,1,5,6,51
6,40,0,6,5,25
2,76,1,6,1,54
3,91,1,6,6,74
1,97,1,6,4,72
7,40,0,7,6,34
6,59,0,4,6,45
1,44,1,7,6,22
2,46,1,4,6,20
1,41,0,5,0,14
4,87,1,5,4,66
8,67,0,9,9,63
5,65,0,7,2,47
4,90,0,4,1,70
9,74,0,8,5,74
4,62,0,6,7,45
7,74,1,4,2,66
5,62,1,7,2,46
4,40,0,9,1,22
1,49,0,8,7,26
2,52,1,7,8,29
4,98,1,9,7,81
6,71,1,6,9,61
6,79,1,7,9,70
2,44,0,9,5,20
9,72,0,7,1,73
3,81,1,6,9,62
9,77,1,9,7,73
8,57,0,5,2,50
6,98,0,4,4,84
2,90,1,7,0,67
3,66,1,8,0,50
3,73,1,8,7,59
1,57,0,4,7,34
3,54,0,8,4,39
1,77,1,4,1,48
4,61,0,5,3,41
8,48,1,7,7,43
6,92,1,4,0,83
5,97,1,7,4,83
4,94,1,4,5,74
5,51,0,7,7,39
4,53,1,6,2,35
8,82,1,5,3,76
1,67,0,5,7,41
6,96,1,5,9,85
4,86,0,8,9,71
1,52,0,8,3,24
8,54,0,4,4,43
8,70,0,8,5,61
9,79,0,8,4,75
8,63,0,9,0,57
8,92,0,7,5,86
9,59,1,9,5,58
7,84,0,6,3,77
8,62,0,4,3,55
7,82,1,9,0,75
3,92,0,9,5,72
6,80,1,8,3,68
8,40,0,6,3,31
1,88,0,7,2,62
9,85,1,8,8,84
7,73,0,5,1,65
6,45,1,8,3,34
4,45,1,7,6,27
1,91,1,9,7,71
3,44,0,5,1,20
7,73,0,8,1,65
5,54,1,8,6,43
3,83,0,8,1,66
4,50,1,5,1,31
4,89,1,8,6,74
5,79,1,5,8,65
7,64,1,5,8,59
8,57,0,7,1,45
8,93,1,9,9,88
7,96,1,7,2,89
7,87,1,9,7,85
4,53,0,6,8,35
4,72,1,5,3,56
8,99,1,8,9,99
8,95,1,6,2,87
1,95,1,8,5,73
6,63,1,4,9,49
5,67,1,7,1,52
6,77,0,6,1,60
9,77,0,9,0,76
4,55,0,7,0,41
2,68,1,8,9,45
1,61,1,9,5,36
4,89,0,6,7,71
8,76,1,8,6,70
1,86,0,9,9,64
5,52,1,8,8,36
9,69,0,9,9,64
8,87,0,6,7,85
1,60,1,7,4,33
8,41,1,4,4,32
9,52,1,9,6,51
5,51,0,7,1,32
7,87,1,8,8,81
4,77,1,8,6,60
7,91,1,7,9,84
2,94,1,5,0,64
6,55,1,4,9,43
8,87,1,4,5,81
2,98,1,7,0,74
9,57,0,4,4,51
9,88,0,8,8,90
6,83,1,6,7,72
8,89,0,8,2,82
3,88,0,8,9,72
1,82,1,6,0,56
9,47,0,4,0,41
6,71,0,5,0,58
3,61,0,6,1,42
4,77,1,7,9,61
9,51,1,6,9,49
4,75,0,5,0,56
3,66,1,7,3,44
3,78,0,8,8,57
4,64,0,6,1,44
8,87,1,4,7,81
7,80,0,8,6,74
8,43,1,8,5,40
6,81,0,4,9,71
9,88,1,7,6,86
4,77,1,6,7,61
5,45,1,6,5,29
5,52,0,4,5,35
1,69,0,8,9,43
6,58,1,9,0,49
3,82,0,6,6,65
2,94,0,6,0,70
8,71,0,8,5,62
4,79,1,9,8,61
8,64,1,7,4,58
4,77,1,7,9,62
8,52,0,5,2,45
4,53,0,8,9,40
1,91,0,6,1,63
7,43,0,7,6,34
6,64,1,5,9,50
7,72,0,8,6,65
9,88,1,6,2,85
6,87,1,4,2,73
8,92,0,5,3,84
5,42,1,6,0,26
7,49,1,6,4,37
7,56,1,9,3,47
5,94,1,8,9,78
5,81,0,8,8,70
1,58,0,8,0,29
3,40,1,7,9,24
6,40,0,6,1,24
9,54,0,5,8,49
1,79,1,9,4,53
3,79,1,8,9,60
6,64,1,4,3,50
1,66,1,5,9,42
9,42,0,4,4,36
1,75,0,6,0,50
2,94,1,9,8,69
4,90,1,6,5,74
3,48,1,9,3,26
1,69,1,7,2,44
8,91,1,5,4,86
9,47,0,8,8,45
1,60,0,8,3,34
7,62,0,9,0,58
9,41,1,8,1,36
3,69,0,7,8,48
6,63,0,9,9,55
6,91,1,8,9,83
5,60,0,8,8,46
8,61,1,6,0,54
2,53,0,4,2,29
5,43,0,7,6,29
9,58,1,9,4,57
1,62,0,6,6,37
8,57,0,8,8,51
6,89,0,9,8,79
6,98,0,4,5,87
7,66,0,9,5,58
8,74,0,7,7,68
1,72,1,5,8,45
2,86,1,6,2,62
5,56,1,4,7,39
3,63,1,9,0,44
1,71,0,8,1,44
1,96,0,8,5,72
1,72,0,5,9,45
1,46,0,5,0,19
3,76,1,6,2,54
8,75,0,8,3,70
5,49,0,6,6,31
3,68,1,8,9,49
1,92,0,6,8,67
6,61,0,7,6,50
6,67,0,4,8,53
4,59,1,6,7,42
7,50,1,5,0,44
8,76,0,9,3,71
1,50,1,4,1,19
5,95,1,8,1,83
6,62,0,4,3,51
2,90,0,4,2,66
6,66,0,6,1,53
9,77,0,5,4,71
1,77,0,8,0,49
1,40,0,5,9,10
5,79,1,9,1,64
3,99,1,6,8,80
6,68,1,7,6,62
4,59,1,8,0,42
8,96,1,6,1,90
9,41,0,7,5,40
9,43,0,7,9,43
1,41,0,8,4,15
4,71,1,8,9,55
8,59,0,7,3,58
4,70,1,7,0,53
4,67,1,7,7,48
7,63,0,6,5,55
2,43,0,9,0,22
8,91,0,4,5,84
4,92,0,9,6,77
3,82,1,8,6,63
8,40,0,8,7,34
2,68,1,4,7,43
1,89,0,8,8,66
2,44,1,4,8,24
3,42,1,8,9,23
1,90,1,5,5,61
5,87,1,8,0,72
6,60,0,7,3,45
8,43,1,7,0,36
1,56,0,7,4,28
3,54,1,4,3,35
3,62,0,9,6,43
4,41,0,8,1,22
6,53,0,9,9,46
5,67,0,9,7,52
7,80,1,9,5,72
8,49,1,9,8,44
4,47,1,9,7,31
2,98,0,8,3,78
4,60,1,8,2,45
7,87,1,4,7,78
3,41,1,5,6,20
2,40,1,6,8,20
8,56,0,7,4,52
7,84,0,7,0,74
9,94,0,7,3,93
7,44,0,6,7,38
1,62,0,5,0,33
6,43,1,4,0,27
2,94,1,5,2,68
8,47,0,5,4,42
8,91,1,7,2,85
4,79,0,7,0,63
5,42,0,7,2,29
9,81,0,4,2,76
1,61,1,4,0,30
2,52,0,6,1,31
3,97,0,4,5,77
3,84,1,5,3,67
1,95,0,6,1,70
5,48,0,8,5,37
5,56,1,4,9,40
3,45,0,8,2,22
9,70,0,8,4,67
4,68,0,7,4,52
1,70,0,4,9,46
6,77,1,4,2,66
6,83,1,6,9,77
7,72,1,9,4,69
8,81,1,5,1,74
2,79,0,7,8,57
4,74,1,8,6,55
1,96,1,6,7,69
5,94,1,5,1,78
7,84,0,6,9,76
1,41,1,5,4,18
5,80,1,7,5,65
3,43,1,6,4,23
3,90,1,7,1,68
1,96,0,8,7,72
4,94,1,8,3,82
8,53,1,6,3,46
9,63,1,5,5,58
9,71,1,5,0,67
2,54,0,5,3,26
2,66,0,4,5,40
1,98,1,8,2,75
4,93,0,8,3,78
2,66,1,8,2,43
3,49,0,8,4,30
2,52,1,8,1,32
7,63,1,7,8,57
3,69,1,6,7,49
8,85,0,6,0,78
2,44,1,4,5,17
5,90,0,5,1,76
9,77,0,7,0,72
1,82,0,8,7,58
9,45,1,6,8,42
5,74,1,4,6,60
6,63,1,6,2,48
1,92,0,8,0,67
1,55,1,7,1,27
4,44,1,9,5,27
6,60,0,7,3,47
1,87,0,5,0,59
7,54,1,5,6,45
8,76,1,9,1,71
7,79,0,5,9,69
2,78,1,6,4,55
6,61,1,4,3,52
6,92,1,9,4,86
6,43,0,7,1,30
7,91,0,5,7,82
4,56,1,8,3,38
4,40,0,9,4,21
7,70,1,9,6,65
4,82,1,7,4,67
6,59,1,6,5,48
5,47,0,8,1,31
9,64,0,4,3,59
9,43,1,9,9,45
9,88,1,6,2,83
5,96,1,5,7,85
2,73,1,8,0,52
2,92,1,6,8,73
7,66,1,8,7,60
3,98,1,7,7,78
5,44,1,4,6,25
3,95,0,9,1,75
6,47,1,7,6,35
2,49,1,4,4,30
8,96,0,8,9,94
4,46,1,9,3,28
1,64,1,9,9,42
4,96,1,6,6,80
7,65,1,7,3,58
3,77,0,4,8,58
1,42,0,9,2,12
7,67,1,8,6,60
1,60,0,6,1,29
9,95,0,8,0,94
1,76,0,9,7,51
5,76,0,8,7,60
2,54,0,7,0,30
4,86,0,4,5,66
1,91,0,4,2,64
5,46,1,7,8,36
6,78,1,9,2,72
2,41,0,4,3,17
3,94,0,4,7,76
8,54,1,6,1,46
5,94,1,5,5,82
3,74,1,4,1,56
8,56,0,5,4,50
3,62,0,7,3,40
9,59,1,7,9,58
3,81,0,8,7,62
9,60,1,9,7,61
4,53,0,5,0,32
4,58,0,7,4,44
6,86,0,9,1,75
7,80,1,5,8,71
6,95,1,5,9,85
3,66,0,4,6,45
6,98,1,6,0,84
6,91,1,9,4,86
9,96,1,4,3,94
9,41,1,9,2,41
5,81,0,8,0,68
1,57,0,8,8,32
9,74,1,4,4,70
4,76,0,9,1,59
3,41,0,8,8,20
7,51,1,5,0,43
9,77,0,4,4,73
1,67,1,7,2,39
7,70,0,7,9,60
1,89,1,4,1,63
3,99,0,9,9,81
7,92,0,9,1,87
3,48,1,5,3,29
7,62,1,7,2,60
2,86,0,6,2,60
6,92,1,6,9,83
1,77,0,7,5,52
5,84,0,5,3,66
1,55,1,4,0,25
4,41,1,9,7,26
7,75,0,8,5,66
5,69,1,9,6,58
7,95,1,6,5,85
1,79,0,7,4,54
5,49,0,5,5,33
9,79,1,7,3,78
8,95,1,9,6,93
3,63,0,5,2,38
2,81,1,8,5,57
2,49,0,9,9,29
7,61,1,9,9,53
2,93,0,4,3,71
6,83,1,8,5,74
1,87,1,8,3,64
4,53,0,6,9,34
3,45,0,6,0,25
3,97,0,7,9,75
4,94,1,4,3,79
3,52,1,5,7,33
5,70,0,5,3,57
7,77,1,7,5,71
5,86,1,8,8,69
4,78,0,9,6,58
5,80,0,9,3,65
9,51,1,9,2,46
9,43,0,4,4,40
6,71,0,4,1,59
3,97,0,7,5,78
6,41,1,5,8,28
9,82,0,9,4,80
4,59,0,6,6,44
3,98,1,7,4,79
1,61,1,9,3,38
2,78,1,6,3,59
3,88,1,8,3,68
2,55,1,4,4,34
3,87,0,6,6,66
7,62,1,4,7,55
9,52,1,9,9,55
8,46,0,5,7,40
7,40,0,8,8,31
2,47,0,8,6,28
1,81,0,5,7,55
7,99,0,7,0,89
4,62,1,8,2,41
1,85,0,5,6,57
8,44,1,9,4,35
5,71,1,5,0,54
9,84,1,5,3,80
4,87,1,7,5,70
7,93,1,8,6,86
2,42,0,7,8,21
9,65,1,8,2,61
4,78,0,7,9,62
8,83,0,9,5,79
1,85,1,9,1,58
3,40,1,8,4,20
1,58,0,5,1,28
6,73,0,9,9,64
2,54,1,5,2,32
1,53,1,6,0,25
2,62,1,5,3,34
9,52,1,5,1,47
8,52,1,9,2,45
7,73,0,5,4,63
9,86,0,6,6,82
2,44,1,9,8,26
9,94,1,7,5,93
6,54,0,7,2,41
4,77,0,9,2,62
5,69,0,5,4,54
2,85,1,9,1,61
5,65,1,8,0,52
8,87,1,8,4,81
7,64,1,4,8,53
8,40,1,6,0,32
3,73,1,4,6,55
3,63,1,5,2,45
3,58,1,4,5,30
1,87,1,9,4,64
8,70,1,8,1,64
5,64,1,6,7,49
7,93,0,6,1,81
7,56,1,9,4,46
7,56,1,7,8,45
9,58,0,7,8,54
3,83,1,7,5,62
1,97,0,9,8,70
3,71,0,4,5,50
9,74,0,9,8,73
7,86,1,8,2,78
3,74,1,4,1,50
3,47,0,9,4,25
1,42,1,9,9,18
3,77,1,6,7,58
1,53,1,6,1,24
2,74,1,7,0,53
7,94,0,5,5,83
9,90,0,7,3,91
5,90,0,9,9,78
5,51,0,7,5,37
7,57,0,5,2,46
6,65,0,5,3,53
8,46,0,6,0,39
7,43,0,6,4,36
2,88,0,9,8,69
1,67,1,4,6,39
5,96,0,8,5,81
1,67,0,4,5,44
1,96,1,7,9,71
1,54,0,7,3,26
5,84,0,9,6,76
7,72,0,4,0,61
7,93,0,8,7,87
7,86,1,9,6,82
6,91,1,4,0,82
4,43,0,4,2,22
6,76,1,8,0,61
2,53,0,4,2,28
6,59,0,7,5,45
6,90,0,6,2,82
9,83,1,6,5,82
5,75,0,9,6,66
6,58,1,4,5,48
6,59,1,4,9,47
5,87,0,9,7,73
3,82,1,9,5,67
5,94,1,8,4,80
4,81,0,4,7,62
3,57,0,9,8,39
2,75,1,7,3,53
6,47,1,8,4,39
6,78,0,8,4,66
2,63,1,5,8,36
7,55,0,5,2,42
9,82,1,4,4,79
1,80,0,4,8,57
1,68,0,5,7,42
4,78,1,6,9,61
6,77,1,8,9,67
5,48,1,6,4,33
7,92,1,8,0,86
4,96,1,4,1,80
1,88,0,6,8,65
7,72,1,5,1,62
4,51,1,5,0,31
3,85,1,5,2,66
2,42,1,6,8,15
7,67,0,7,0,57
1,85,1,9,5,61
3,90,1,9,9,75
9,44,0,5,1,37
8,69,0,8,2,65
7,77,0,5,6,67
4,75,0,6,3,61
4,67,0,9,3,49
2,50,1,7,9,29
5,80,0,6,0,61
2,73,0,7,2,52
6,57,0,7,5,48
7,88,0,8,8,79
8,94,1,5,7,90
4,77,1,8,8,61
3,47,1,6,9,30
5,40,1,4,5,25
1,90,1,8,5,65
9,58,0,6,2,57
2,70,0,9,3,48
5,43,1,6,1,28
7,49,1,8,9,40
7,40,1,9,3,29
5,90,0,5,5,77
9,97,1,8,5,98
3,66,0,7,3,44
6,61,1,6,1,49
1,57,0,4,6,27
5,89,1,4,0,72
8,47,1,8,6,42
6,90,0,5,6,80
1,40,0,9,6,14
8,90,0,7,5,87
6,97,0,8,4,84
4,43,0,8,5,27
3,66,1,6,7,48
7,70,0,9,4,61
7,92,1,8,4,85
7,86,0,4,1,78
8,73,1,5,8,72
1,51,0,8,3,23
8,76,0,7,2,69
6,77,0,8,2,62
2,84,0,6,4,60
1,83,0,7,0,54
9,44,0,7,8,39
8,77,0,4,5,69
1,44,0,8,7,21
9,52,1,9,9,54
5,95,0,6,7,81
3,47,1,6,7,28
8,95,0,9,6,92
8,89,1,9,8,84
4,87,0,8,0,69
4,47,1,8,9,31
4,64,1,5,5,47
8,99,1,7,9,97
8,66,0,7,5,63
9,97,1,8,1,94
1,75,1,4,5,50
1,84,1,8,3,59
1,73,0,6,0,46
8,68,0,9,5,60
4,56,0,4,7,36
6,79,0,5,2,65
6,56,1,5,4,45
4,90,0,7,9,72
6,90,0,7,9,77
7,86,0,5,7,79
6,99,1,9,4,88
5,95,0,7,8,83
8,56,0,4,5,47
2,86,0,8,6,69
1,42,1,8,4,17
8,85,1,6,8,79
5,66,1,7,8,50
7,58,1,9,2,51
9,55,1,7,8,50
4,77,0,5,9,56
5,99,1,9,3,88
8,98,0,9,6,96
4,61,1,5,3,42
5,68,1,6,2,53
5,52,0,5,6,33
9,78,0,8,8,79
5,64,0,6,5,49
5,89,0,8,0,76
1,46,1,7,2,16
4,74,1,5,5,60
7,49,0,7,9,44
7,90,1,6,1,80
7,61,0,8,0,53
9,98,0,6,7,96
6,89,1,5,2,77
1,91,1,9,5,67
3,93,1,9,5,75
5,66,0,5,5,51
4,87,1,9,2,72
3,68,0,7,2,51
8,67,1,9,5,62
1,60,1,5,3,33
3,40,1,8,0,21
7,78,0,6,2,72
2,69,0,8,3,49
8,55,1,7,9,53
3,66,1,6,7,45
9,91,1,4,5,89
7,97,1,9,4,89
9,63,0,9,7,62
7,80,1,9,7,75
6,62,0,5,7,50
8,99,1,6,1,93
5,54,0,8,8,40
1,99,0,9,7,74
7,58,1,8,0,51
2,96,0,8,2,72
5,71,0,5,4,54
3,75,0,4,8,54
5,71,0,9,6,59
6,62,0,7,7,45
6,54,1,8,1,42
1,46,1,5,5,19
5,99,1,6,0,82
2,88,0,5,4,64
6,93,1,8,1,83
5,77,1,5,8,61
3,57,1,7,4,35
9,47,1,4,0,45
4,61,1,7,5,46
3,55,1,4,7,36
1,72,1,8,9,49
5,83,1,7,0,67
1,55,0,7,3,28
7,43,1,7,0,34
9,92,0,4,3,86
9,49,0,8,7,47
2,58,0,9,7,37
5,92,0,5,8,79
6,45,1,7,2,37
4,73,1,7,0,58
9,94,0,8,0,92
7,60,0,5,8,49
6,90,1,4,7,80
8,84,0,5,0,77
7,78,1,8,5,70
2,48,1,9,1,23
7,59,1,8,6,49
4,70,1,8,4,55
4,43,0,6,7,24
5,54,0,6,3,41
6,61,1,7,2,51
5,61,1,5,8,48
2,88,0,4,8,67
5,54,1,4,3,41
3,79,0,6,0,58
4,82,0,8,2,67
6,56,1,8,9,47
9,96,1,8,9,99
4,75,0,5,2,53
1,46,1,4,3,22
7,56,1,7,5,46
5,59,0,8,5,43
2,77,0,9,1,52
4,83,1,7,2,62
8,44,0,6,5,38
7,61,0,8,3,52
6,48,0,8,2,36
5,78,1,9,2,64
5,70,1,8,3,60
9,64,0,6,1,57
9,72,0,6,5,70
5,83,1,5,6,69
6,86,1,7,9,79
8,54,1,5,9,49
2,90,0,8,1,64
9,56,1,6,6,53
4,75,0,7,1,57
